channel,dateCreated,geography,guid,headline,id,language,mediaType,priority,slug,source,version
STK567,25/03/2022 11:28:10,LB,"tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G24","LEBANON CENTRAL BANK SAYS STARTING MARCH 28 BANKS WILL BE ABLE TO SELL LOCAL CURRENCY VS DOLLARS IN CASH AND VICE-VERSA - STATEMENT","tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G24:1940806479",en,T,1,"LEBANON CENTRAL BANK SAYS STARTING MARCH 28 BANKS WILL BE ABLE T","Thomson Reuters",1940806479
STK567,25/03/2022 11:26:32,ET,"tag:reuters.com,2022:newsml_L2N2VS0JB","UPDATE 1-Ethiopia's Tigray region says it will observe humanitarian ceasefire","tag:reuters.com,2022:newsml_L2N2VS0JB:1830815323",en,T,3,"ETHIOPIA-CONFLICT/ (UPDATE 1, PIX)","Thomson Reuters",1830815323
STK567,25/03/2022 11:26:22,LB,"tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G22","LEBANON CENTRAL BANK SAYS POUND RATE APPLIED UNTIL MARCH 29 FOR FUEL IMPORTS IS 22,200 POUND/DOLLAR - STATEMENT","tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G22:245880050",en,T,1,"LEBANON CENTRAL BANK SAYS POUND RATE APPLIED UNTIL MARCH 29 FOR","Thomson Reuters",245880050
STK567,25/03/2022 11:26:01,AU|PK,"tag:reuters.com,2022:newsml_L3N2VS2KP","Cricket-Lyon takes five as Australia beat Pakistan to win series 1-0","tag:reuters.com,2022:newsml_L3N2VS2KP:920600873",en,T,2,"CRICKET-TEST-PAK-AUS/ (URGENT)","Thomson Reuters",920600873
STK567,25/03/2022 11:25:06,,"tag:reuters.com,2022:newsml_MTZXEI3L3HML9H","UPDATE 6-Australia in Pakistan 2022 Scoreboard","tag:reuters.com,2022:newsml_MTZXEI3L3HML9H:6",en,T,4,"CRICKET-TEST/SCOREBOARD (UPDATE 6)","Opta Sports Data",6
STK567,25/03/2022 11:25:04,CN|IN,"tag:reuters.com,2022:newsml_L3N2VQ336","FACTBOX-India-China ties caught in cross-currents of border tensions, rising trade","tag:reuters.com,2022:newsml_L3N2VQ336:1607803658",en,T,3,"INDIA-CHINA/FACTBOX (UPDATE 1,FACTBOX)","Thomson Reuters",1607803658
STK567,25/03/2022 11:23:09,AU|PK,"tag:reuters.com,2022:newsml_MT1ALTL3N2VS2KP1","AUSTRALIA BEAT PAKISTAN BY 115 RUNS IN THIRD CRICKET TEST IN LAHORE TO WIN SERIES 1-0","tag:reuters.com,2022:newsml_MT1ALTL3N2VS2KP1:993076294",en,T,1,"AUSTRALIA BEAT PAKISTAN BY 115 RUNS IN THIRD CRICKET TEST IN LAH","Thomson Reuters",993076294
STK567,25/03/2022 11:23:02,,"tag:reuters.com,2022:newsml_MTZXEI3PASYEMR","Super Rugby Standings","tag:reuters.com,2022:newsml_MTZXEI3PASYEMR:1",en,T,4,"RUGBY-UNION-SUPER/STANDINGS","Opta Sports Data",1
STK567,25/03/2022 11:22:59,US,"tag:reuters.com,2022:newsml_L3N2VS2DF","US STOCKS-Futures edge higher as tech stocks resume climb","tag:reuters.com,2022:newsml_L3N2VS2DF:171419259",en,T,3,"USA-STOCKS/","Thomson Reuters",171419259
STK567,25/03/2022 11:22:58,RU|UA,"tag:reuters.com,2022:newsml_L2N2VS0IZ","WRAPUP 1-U.S., EU strike LNG deal as Europe seeks to cut Russian gas","tag:reuters.com,2022:newsml_L2N2VS0IZ:1956618503",en,T,3,"UKRAINE-CRISIS/EU-ENERGY (WRAPUP 1, PIX)","Thomson Reuters",1956618503
STK567,25/03/2022 11:21:08,AT|GB|ES,"tag:reuters.com,2022:newsml_L5N2VS1UM","Soccer-Spanish media launch scathing attack on Bale, calling him a "parasite"","tag:reuters.com,2022:newsml_L5N2VS1UM:1643550424",en,T,3,"SOCCER-WORLDCUP-WAL-AUT/","Thomson Reuters",1643550424
STK567,25/03/2022 11:18:47,RU|BY|UA,"tag:reuters.com,2022:newsml_C6N2VI00P","Ukraine says Russian forces have "partially" created a land corridor to Crimea","tag:reuters.com,2022:newsml_C6N2VI00P:1314827044",en,T,2,"UKRAINE-CRISIS/CORRIDOR-CRIMEA (URGENT)","Thomson Reuters",1314827044
STK567,25/03/2022 11:17:41,RU|GB|UA,"tag:reuters.com,2022:newsml_S8N2V6066","UK says gold transactions are included in Russia central bank sanctions","tag:reuters.com,2022:newsml_S8N2V6066:259679595",en,T,2,"UKRAINE-CRISIS/BRITAIN-GOLD (URGENT)","Thomson Reuters",259679595
STK567,25/03/2022 11:15:19,RU|UA,"tag:reuters.com,2022:newsml_L2N2VS0HV","UPDATE 1-Russia: capital controls were tit-for-tat move after c.bank reserves frozen","tag:reuters.com,2022:newsml_L2N2VS0HV:677440229",en,T,3,"UKRAINE-CRISIS/RUSSIA-CENBANK-SANCTIONS (UPDATE 1)","Thomson Reuters",677440229
STK567,25/03/2022 11:13:48,RU|US|UA,"tag:reuters.com,2022:newsml_L5N2VS1NQ","UPDATE 3-EU plans joint gas purchases but at odds over Russia oil embargo amid energy crunch","tag:reuters.com,2022:newsml_L5N2VS1NQ:1787356427",en,T,3,"UKRAINE-CRISIS/EU (UPDATE 3, PIX, TV)","Thomson Reuters",1787356427
STK567,25/03/2022 11:12:16,GB|IE,"tag:reuters.com,2022:newsml_L2N2VS0NJ","UPDATE 1-Irish foreign minister taken off stage in Belfast after security alert","tag:reuters.com,2022:newsml_L2N2VS0NJ:1767446025",en,T,3,"NIRELAND-VIOLENCE/ (UPDATE 1, PIX)","Thomson Reuters",1767446025
STK567,25/03/2022 11:12:01,DE,"tag:reuters.com,2022:newsml_L5N2VS2EM","UPDATE 1-German health minister urges people at risk to get second COVID booster","tag:reuters.com,2022:newsml_L5N2VS2EM:1876550912",en,T,3,"HEALTH-CORONAVIRUS/GERMANY (UPDATE 1, PIX)","Thomson Reuters",1876550912
STK567,25/03/2022 11:08:43,GB,"tag:reuters.com,2022:newsml_L2N2VS0KV","UPDATE 1-Soccer-Broughton consortium says it is on shortlist to buy Chelsea","tag:reuters.com,2022:newsml_L2N2VS0KV:227955471",en,T,3,"UKRAINE-CRISIS/BRITAIN-CHELSEA (UPDATE 1)","Thomson Reuters",227955471
STK567,25/03/2022 11:08:35,RU|GB|UA,"tag:reuters.com,2022:newsml_L3N2VS1OV","UPDATE 2-Gold miner Petropavlovsk caught in UK sanctions against lender","tag:reuters.com,2022:newsml_L3N2VS1OV:236387220",en,T,3,"UKRAINE-CRISIS/PETROPAVLOVSK (UPDATE 2, PIX)","Thomson Reuters",236387220
STK567,25/03/2022 11:08:20,RU|BY|UA,"tag:reuters.com,2022:newsml_MT1ALTC6N2VI00P2","UKRAINE DEFENCE MINISTRY SAYS RUSSIAN FORCES HAVE PARTLY SUCCEEDED IN CREATING LAND CORRIDOR BETWEEN CRIMEA AND OCCUPIED DONETSK REGION","tag:reuters.com,2022:newsml_MT1ALTC6N2VI00P2:199932978",en,T,1,"UKRAINE DEFENCE MINISTRY SAYS RUSSIAN FORCES HAVE PARTLY SUCCEED","Thomson Reuters",199932978
STK567,25/03/2022 11:06:32,RU|GB|CN|UA,"tag:reuters.com,2022:newsml_MT1ALTS8N2V60662","UK PUBLISHES REVISED RUSSIA SANCTIONS GUIDANCE  TO CLARIFY THAT THE PROHIBITION ON PROVIDING FINANCIAL SERVICES FOR THE PURPOSES OF FOREIGN EXCHANGE RESERVE AND ASSET MANAGEMENT ALSO APPLIES TO TRANSACTIONS INVOLVING GOLD","tag:reuters.com,2022:newsml_MT1ALTS8N2V60662:994567080",en,T,1,"UK PUBLISHES REVISED RUSSIA SANCTIONS GUIDANCE  TO CLARIFY THAT","Thomson Reuters",994567080
STK567,25/03/2022 11:02:58,BH|IL|MA|AE,"tag:reuters.com,2022:newsml_L2N2VS0ND","Israel to host 'historic' regional summit next week, foreign minister says","tag:reuters.com,2022:newsml_L2N2VS0ND:451681792",en,T,2,"MIDEAST-SUMMIT/ISRAEL (URGENT)","Thomson Reuters",451681792
STK567,25/03/2022 11:00:03,FR,"tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M6","MACRON AND LE PEN SEEN LEADING THE FIRST ROUND OF FRANCE'S PRESIDENTIAL ELECTION AND QUALIFYING FOR RUN-OFF – POLL OPINIONWAY - KÉA PARTNERS FOR LES ECHOS AND RADIO CLASSIQUE","tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M6:289221718",en,T,1,"MACRON AND LE PEN SEEN LEADING THE FIRST ROUND OF FRANCE'S PRES","Thomson Reuters",289221718
STK567,25/03/2022 11:00:02,FR,"tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M5","MACRON SEEN WITH 27%, LE PEN 21%, MELENCHON 13%, PECRESSE 12%, ZEMMOUR 10% OF VOTE IN FIRST ROUND OF FRANCE'S PRESIDENTIAL ELECTION – POLL OPINIONWAY - KÉA PARTNERS FOR LES ECHOS AND RADIO CLASSIQUE","tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M5:575394654",en,T,1,"MACRON SEEN WITH 27%, LE PEN 21%, MELENCHON 13%, PECRESSE 12%, Z","Thomson Reuters",575394654
STK567,25/03/2022 11:00:01,FR,"tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M4","MACRON SEEN WINNING FRANCE'S PRESIDENTIAL ELECTION RUN-OFF WITH 55% OF VOTE VS LE PEN - POLL OPINIONWAY - KÉA PARTNERS FOR LES ECHOS AND RADIO CLASSIQUE","tag:reuters.com,2022:newsml_MT1ALTS8N2MH02M4:626808078",en,T,1,"MACRON SEEN WINNING FRANCE'S PRESIDENTIAL ELECTION RUN-OFF WITH","Thomson Reuters",626808078
STK567,25/03/2022 11:00:00,FR,"tag:reuters.com,2022:newsml_S8N2MH02M","BRIEF-Macron And Le Pen Seen Leading 1st Round Of France's Presidential Election-Poll Opinionway-Kéa Partners For Les Echos And Radio Classique","tag:reuters.com,2022:newsml_S8N2MH02M:1452290891",en,T,2,"BRIEF-Macron And Le Pen Seen Leading 1st Round Of France's Presi","Thomson Reuters",1452290891
STK567,25/03/2022 10:58:01,RU|BY|UA,"tag:reuters.com,2022:newsml_L2N2VS0L3","Ukraine has sown 150,000 hectares of spring crops so far - deputy minister","tag:reuters.com,2022:newsml_L2N2VS0L3:957192825",en,T,3,"UKRAINE-CRISIS/GRAIN-SOWING","Thomson Reuters",957192825
STK567,25/03/2022 10:56:13,GB,"tag:reuters.com,2022:newsml_L3N2VS2GR","Soccer-Arsenal's WSL match against Tottenham postponed due to COVID cases","tag:reuters.com,2022:newsml_L3N2VS2GR:1283182096",en,T,3,"SOCCER-ENGLAND-ARS-TOT/","Thomson Reuters",1283182096
STK567,25/03/2022 10:55:31,KR|KP|US,"tag:reuters.com,2022:newsml_L2N2VR2VM","WRAPUP 5-North Korea says new missile needed for long U.S. confrontation","tag:reuters.com,2022:newsml_L2N2VR2VM:2136590024",en,T,3,"NORTHKOREA-MISSILES/ (WRAPUP 5, PIX, TV)","Thomson Reuters",2136590024
STK567,25/03/2022 10:54:17,US,"tag:reuters.com,2022:newsml_L2N2VR2BP","INSIGHT-Costs of going unvaccinated in America are mounting for workers and companies","tag:reuters.com,2022:newsml_L2N2VR2BP:1117070160",en,T,3,"USA-COVID/COSTS (INSIGHT)","Thomson Reuters",1117070160
STK567,25/03/2022 10:51:38,BH|IL|MA|AE,"tag:reuters.com,2022:newsml_MT1ALTL2N2VS0ND2","U.S. SECRETARY OF STATE BLINKEN AND FOREIGN MINISTERS OF UAE, MOROCCO AND BAHRAIN TO PARTICIPATE IN MEETINGS ON SUNDAY AND MONDAY, LAPID SAYS","tag:reuters.com,2022:newsml_MT1ALTL2N2VS0ND2:2114844984",en,T,1,"U.S. SECRETARY OF STATE BLINKEN AND FOREIGN MINISTERS OF UAE, MO","Thomson Reuters",2114844984
STK567,25/03/2022 10:51:37,BH|IL|MA|AE,"tag:reuters.com,2022:newsml_MT1ALTL2N2VS0ND1","ISRAEL TO HOST UNPRECEDENTED REGIONAL DIPLOMATIC SUMMIT NEXT WEEK, SAYS FOREIGN MINISTER LAPID","tag:reuters.com,2022:newsml_MT1ALTL2N2VS0ND1:1094358318",en,T,1,"ISRAEL TO HOST UNPRECEDENTED REGIONAL DIPLOMATIC SUMMIT NEXT WEE","Thomson Reuters",1094358318
STK567,25/03/2022 10:51:24,RU|US|UA|PL,"tag:reuters.com,2022:newsml_L5N2VS2EJ","UN rights office says evidence growing of Mariupol mass graves","tag:reuters.com,2022:newsml_L5N2VS2EJ:1256017060",en,T,2,"UKRAINE-CRISIS/UN-RIGHTS (URGENT, TV)","Thomson Reuters",1256017060
STK567,25/03/2022 10:50:15,GB|IE,"tag:reuters.com,2022:newsml_S8N2R505F","Irish foreign minister taken off stage after security alert","tag:reuters.com,2022:newsml_S8N2R505F:902860078",en,T,2,"NIRELAND-VIOLENCE/ (URGENT)","Thomson Reuters",902860078
STK567,25/03/2022 10:43:23,US,"tag:reuters.com,2022:newsml_L2N2VS0MA","EU, U.S. reach preliminary deal to avoid disruption in data flows","tag:reuters.com,2022:newsml_L2N2VS0MA:1554558061",en,T,3,"EU-USA/PRIVACY (PIX)","Thomson Reuters",1554558061
STK567,25/03/2022 10:41:41,RU|US|UA,"tag:reuters.com,2022:newsml_W1N2UX059","U.S. to boost LNG supplies to European Union - joint statement","tag:reuters.com,2022:newsml_W1N2UX059:716636371",en,T,2,"UKRAINE-CRISIS/EU-US-LNG (URGENT)","Thomson Reuters",716636371
STK567,25/03/2022 10:40:44,GB|IE,"tag:reuters.com,2022:newsml_MT1ALTS8N2R505F2","IRISH FOREIGN MINISTER COVENEY TAKEN OFF STAGE BY OFFICIALS DURING SPEECH IN BELFAST, EVENT ORGANISER SAYS SUSPECT DEVICE DISCOVERED IN CAR PARK","tag:reuters.com,2022:newsml_MT1ALTS8N2R505F2:762326006",en,T,1,"IRISH FOREIGN MINISTER COVENEY TAKEN OFF STAGE BY OFFICIALS DURI","Thomson Reuters",762326006
STK567,25/03/2022 10:35:13,NL|US|IN,"tag:reuters.com,2022:newsml_L3N2VS1EW","India's aviation minister urges airlines to add more long-haul jets","tag:reuters.com,2022:newsml_L3N2VS1EW:2113743078",en,T,3,"INDIA-AIRLINES/ (PIX)","Thomson Reuters",2113743078
STK567,25/03/2022 10:33:06,ZA|RU|HU|CN|TR|CZ|UA|PL,"tag:reuters.com,2022:newsml_L3N2VS20M","EMERGING MARKETS-EM equities skid 1% on China slump, Moscow shares retreat","tag:reuters.com,2022:newsml_L3N2VS20M:1027228008",en,T,3,"EMERGING-MARKETS/","Thomson Reuters",1027228008
STK567,25/03/2022 10:32:22,RU|QA|DE|NL|US|UA,"tag:reuters.com,2022:newsml_L5N2VS27C","UPDATE 1-Germany makes progress in cutting back on Russian energy, minister says","tag:reuters.com,2022:newsml_L5N2VS27C:923702852",en,T,3,"UKRAINE-CRISIS/GERMANY-ENERGY (UPDATE 1, PIX)","Thomson Reuters",923702852
STK567,25/03/2022 10:32:21,RU|US|UA|PL,"tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ6","U.N. SENIOR HUMAN RIGHTS OFFICIAL SAYS HAS RECEIVED ALLEGATIONS OF RUSSIAN FORCES KILLING CIVILIANS IN CARS DURING EVACUATIONS","tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ6:522522562",en,T,1,"U.N. SENIOR HUMAN RIGHTS OFFICIAL SAYS HAS RECEIVED ALLEGATIONS","Thomson Reuters",522522562
STK567,25/03/2022 10:31:10,CN,"tag:reuters.com,2022:newsml_B9N2VI02C","China to maintain yuan flexibility, prevent risks from external shocks","tag:reuters.com,2022:newsml_B9N2VI02C:376681547",en,T,2,"CHINA-FOREX/YUAN (URGENT)","Thomson Reuters",376681547
STK567,25/03/2022 10:29:08,AU|CN,"tag:reuters.com,2022:newsml_L2N2VS0IV","UPDATE 1-Australian journalist Cheng Lei to be tried in Beijing next week","tag:reuters.com,2022:newsml_L2N2VS0IV:840165413",en,T,3,"AUSTRALIA-CHINA/CHENGLEI-TRIAL (UPDATE 1)","Thomson Reuters",840165413
STK567,25/03/2022 10:28:57,NP|PK|AF|CN|UA|IN,"tag:reuters.com,2022:newsml_L2N2VS06Y","UPDATE 4-India tells visiting Chinese minister that border face-off impedes ties","tag:reuters.com,2022:newsml_L2N2VS06Y:1669068338",en,T,3,"INDIA-CHINA/ (UPDATE 4, TV, PIX)","Thomson Reuters",1669068338
STK567,25/03/2022 10:28:47,RU|US|UA|PL,"tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ5","U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS HAS DOCUMENTED CASES OF ENFORCED DISAPPEARANCES OF UKRAINE OFFICIALS, SOME APPEAR TO HAVE BEEN TAKEN HOSTAGE","tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ5:1481994855",en,T,1,"U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS HAS DOCUMENTED CASES OF E","Thomson Reuters",1481994855
STK567,25/03/2022 10:28:08,RU|UA,"tag:reuters.com,2022:newsml_L2N2VR0SD","Ukraine and Russia: What you need to know right now","tag:reuters.com,2022:newsml_L2N2VR0SD:1463483160",en,T,3,"UKRAINE-CRISIS/SNAPSHOT (PIX)","Thomson Reuters",1463483160
STK567,25/03/2022 10:27:42,RU|US|UA,"tag:reuters.com,2022:newsml_MT1ALTW1N2UX05910","EU IS PREPARING AN UPGRADED REGULATORY FRAMEWORK FOR ENERGY SECURITY OF SUPPLY AND STORAGE -STATEMENT","tag:reuters.com,2022:newsml_MT1ALTW1N2UX05910:735613245",en,T,1,"EU IS PREPARING AN UPGRADED REGULATORY FRAMEWORK FOR ENERGY SECU","Thomson Reuters",735613245
STK567,25/03/2022 10:26:50,RU|US|UA,"tag:reuters.com,2022:newsml_MT1ALTW1N2UX0598","EUROPEAN COMMISSION WILL WORK TO ENSURE STABLE DEMAND FOR ADDITIONAL U.S. LNG UNTILAT LEAST 2030 OF APPROXIMATELY 50  BCM/YEAR -STATEMENT","tag:reuters.com,2022:newsml_MT1ALTW1N2UX0598:1804775194",en,T,1,"EUROPEAN COMMISSION WILL WORK TO ENSURE STABLE DEMAND FOR ADDITI","Thomson Reuters",1804775194
STK567,25/03/2022 10:25:39,DE|UA,"tag:reuters.com,2022:newsml_L5N2VS27P","UPDATE 1-War in Ukraine causes German business morale to collapse","tag:reuters.com,2022:newsml_L5N2VS27P:1525626795",en,T,3,"GERMANY-ECONOMY/IFO (UPDATE 1, PIX)","Thomson Reuters",1525626795
STK567,25/03/2022 10:25:28,RU|US|UA,"tag:reuters.com,2022:newsml_MT1ALTW1N2UX0596","EU WILL WORK TO POOL DEMAND THROUGH NEW ENERGY PLATFORMS FOR ADDITIONAL VOLUME BETWEEN APRIL AND OCTOBER -STATEMENT","tag:reuters.com,2022:newsml_MT1ALTW1N2UX0596:1144341070",en,T,1,"EU WILL WORK TO POOL DEMAND THROUGH NEW ENERGY PLATFORMS FOR ADD","Thomson Reuters",1144341070
STK567,25/03/2022 10:25:17,SA|YE|IR|AE,"tag:reuters.com,2022:newsml_S8N2UQ0G3","Saudi air defences destroy Houthi drones -state TV","tag:reuters.com,2022:newsml_S8N2UQ0G3:310663944",en,T,2,"YEMEN-SECURITY/SAUDI (URGENT)","Thomson Reuters",310663944
STK567,25/03/2022 10:24:31,RU|US|UA,"tag:reuters.com,2022:newsml_MT1ALTW1N2UX0594","U.S., EUROPEAN COMMISSION WILL WORK TO REDUCE GREENHOUSE GAS INTENSITY OF ALL NEW LNG INFRASTRUCTURE, PIPELINES -STATEMENT","tag:reuters.com,2022:newsml_MT1ALTW1N2UX0594:1140427631",en,T,1,"U.S., EUROPEAN COMMISSION WILL WORK TO REDUCE GREENHOUSE GAS INT","Thomson Reuters",1140427631
STK567,25/03/2022 10:24:27,CN,"tag:reuters.com,2022:newsml_L3N2VS1KZ","Shanghai's COVID 'slice and grid' model comes under pressure as cases surge","tag:reuters.com,2022:newsml_L3N2VS1KZ:1141142240",en,T,3,"HEALTH-CORONAVIRUS/CHINA-SHANGHAI (PIX)","Thomson Reuters",1141142240
STK567,25/03/2022 10:23:36,RU|US|UA,"tag:reuters.com,2022:newsml_MT1ALTW1N2UX0592","U.S., PARTNERS WILL WORK TO ENSURE ADDITIONAL LNG VOLUMES FOR EU MARKET OF AT LEAST 15 BCM IN 2022, INCREASING IN FUTURE -JOINT STATEMENT","tag:reuters.com,2022:newsml_MT1ALTW1N2UX0592:609899076",en,T,1,"U.S., PARTNERS WILL WORK TO ENSURE ADDITIONAL LNG VOLUMES FOR EU","Thomson Reuters",609899076
STK567,25/03/2022 10:22:13,,"tag:reuters.com,2022:newsml_MTZXEI3O8Y7COB","UPDATE 7-World Cup Qualifiers (Europe) Summaries","tag:reuters.com,2022:newsml_MTZXEI3O8Y7COB:7",en,T,4,"SOCCER-WORLDCUP/SUMMARIES (UPDATE 7)","Opta Sports Data",7
STK567,25/03/2022 10:22:13,,"tag:reuters.com,2022:newsml_MTZXEI3O8Y7COE","UPDATE 5-World Cup Qualifiers (Europe) Results","tag:reuters.com,2022:newsml_MTZXEI3O8Y7COE:5",en,T,4,"SOCCER-WORLDCUP/RESULTS (UPDATE 5)","Opta Sports Data",5
STK567,25/03/2022 10:21:26,RU|US|UA|PL,"tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ4","U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS HAS INCREASING INFORMATION ON MASS GRAVES IN MARIUPOL, ONE HOLDS ABOUT 200 PEOPLE","tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ4:1615941606",en,T,1,"U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS HAS INCREASING INFORMATIO","Thomson Reuters",1615941606
STK567,25/03/2022 10:18:39,AU|PK,"tag:reuters.com,2022:newsml_L2N2VS0DE","UPDATE 1-Cricket-Cummins and Lyon put Australia on course for series-clinching win","tag:reuters.com,2022:newsml_L2N2VS0DE:952821482",en,T,3,"CRICKET-TEST-PAK-AUS/ (UPDATE 1)","Thomson Reuters",952821482
STK567,25/03/2022 10:17:55,CN,"tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C8","CHINA'S FX REGULATOR SAYS WILL ADHERE TO MACRO-PRUDENTIAL MANAGEMENT OF CROSS-BORDER CAPITAL FLOWS, AND ACTIVELY PREVENT RISKS OF EXTERNAL SHOCKS","tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C8:1082651596",en,T,1,"CHINA'S FX REGULATOR SAYS WILL ADHERE TO MACRO-PRUDENTIAL MANAGE","Thomson Reuters",1082651596
STK567,25/03/2022 10:17:42,SA|YE|IR|AE,"tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G32","SAUDI AIR DEFENSES DESTROYED SIX DRONES LAUNCHED BY YEMEN'S HOUTHIS TOWARDS THE SOUTH OF SAUDI ARABIA - AL ARABIYA","tag:reuters.com,2022:newsml_MT1ALTS8N2UQ0G32:430673012",en,T,1,"SAUDI AIR DEFENSES DESTROYED SIX DRONES LAUNCHED BY YEMEN'S HOUT","Thomson Reuters",430673012
STK567,25/03/2022 10:16:48,CN,"tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C6","CHINA'S FX REGULATOR SAYS TO CONTINUE TO MAINTAIN THE FLEXIBILITY OF YUAN EXCHANGE RATE","tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C6:1304223850",en,T,1,"CHINA'S FX REGULATOR SAYS TO CONTINUE TO MAINTAIN THE FLEXIBILIT","Thomson Reuters",1304223850
STK567,25/03/2022 10:14:51,RU|US|UA|PL,"tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ3","U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS TEAM IS LOOKING INTO ALLEGATIONS THAT CIVILIANS HAVE BEEN FORCIBLY MOVED FROM MARIUPOL TO RUSSIA","tag:reuters.com,2022:newsml_MT1ALTL5N2VS2EJ3:1313961403",en,T,1,"U.N. HUMAN RIGHTS SENIOR OFFICIAL SAYS TEAM IS LOOKING INTO ALLE","Thomson Reuters",1313961403
STK567,25/03/2022 10:14:04,RU|US|UA,"tag:reuters.com,2022:newsml_L2N2VS0DR","EXCLUSIVE-Russian missiles in Ukraine have failure rate of up to 60%, U.S. officials say","tag:reuters.com,2022:newsml_L2N2VS0DR:1889895088",en,T,3,"UKRAINE-CRISIS/USA-MISSILES (EXCLUSIVE, UPDATE 2, PIX)","Thomson Reuters",1889895088
STK567,25/03/2022 10:13:50,CN,"tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C4","CHINA'S FX REGULATOR SAYS TO KEEP CROSS-BORDER INVESTMENT APPROPRIATE AND IN AN ORDERLY MANNER","tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C4:1268463022",en,T,1,"CHINA'S FX REGULATOR SAYS TO KEEP CROSS-BORDER INVESTMENT APPROP","Thomson Reuters",1268463022
STK567,25/03/2022 10:11:57,KR|CN,"tag:reuters.com,2022:newsml_B9N2VI02B","China's Xi urges political trust in call with S.Korea president-elect","tag:reuters.com,2022:newsml_B9N2VI02B:1022872316",en,T,2,"SOUTHKOREA-CHINA/ (URGENT)","Thomson Reuters",1022872316
STK567,25/03/2022 10:11:25,RU|BY|US|UA,"tag:reuters.com,2022:newsml_R4N2VE02R","Kremlin says Gazprom is working on rouble settlements for gas exports","tag:reuters.com,2022:newsml_R4N2VE02R:1960446689",en,T,2,"UKRAINE-CRISIS/RUSSIA-GAS-ROUBLES (URGENT)","Thomson Reuters",1960446689
STK567,25/03/2022 10:10:18,RU|US|UA,"tag:reuters.com,2022:newsml_L5N2VS1NQ","UPDATE 2-Biden seals LNG deal to help EU face energy crunch amid 'Russia's brutal war'","tag:reuters.com,2022:newsml_L5N2VS1NQ:1778429622",en,T,3,"UKRAINE-CRISIS/EU (UPDATE 2, PIX, TV)","Thomson Reuters",1778429622
STK567,25/03/2022 10:10:09,CN,"tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C2","CHINA'S FX REGULATOR SAYS EXPECTS REASONABLE SURPLUS IN CURRENT ACCOUNT IN 2022","tag:reuters.com,2022:newsml_MT1ALTB9N2VI02C2:960869027",en,T,1,"CHINA'S FX REGULATOR SAYS EXPECTS REASONABLE SURPLUS IN CURRENT","Thomson Reuters",960869027
STK567,25/03/2022 10:09:10,CH|IT|GB|FR|DE|ES,"tag:reuters.com,2022:newsml_L3N2VS1VW","UPDATE 1-European shares struggle for direction as crisis in Ukraine deepens","tag:reuters.com,2022:newsml_L3N2VS1VW:553689882",en,T,3,"EUROPE-STOCKS/ (UPDATE 1)","Thomson Reuters",553689882
STK567,25/03/2022 10:07:22,ES,"tag:reuters.com,2022:newsml_L2N2VS0FK","UPDATE 1-Group leading Spanish truckers' strike rejects new government aid package","tag:reuters.com,2022:newsml_L2N2VS0FK:1959608797",en,T,3,"SPAIN-ENERGY/PROTESTS (UPDATE 1, PIX, TV)","Thomson Reuters",1959608797
STK567,25/03/2022 10:06:38,RU|UA,"tag:reuters.com,2022:newsml_R4N2VE02Q","Kremlin says U.S. talk of Russia using chemical weapons a tactic to divert attention","tag:reuters.com,2022:newsml_R4N2VE02Q:1365692358",en,T,2,"UKRAINE-CRISIS/KREMLIN-CHEMICALWEAPONS","Thomson Reuters",1365692358
STK567,25/03/2022 10:05:41,RU|UA,"tag:reuters.com,2022:newsml_R4N2VE02P","Kremlin says sanctions on Sberbank head pose no threat to banking sector","tag:reuters.com,2022:newsml_R4N2VE02P:1384190009",en,T,2,"UKRAINE-CRISIS/RUSSIA-KREMLIN-GREF (URGENT)","Thomson Reuters",1384190009
